recording_id	recording_title	performer_name	label_name	catalog_number	source_id	source_reference	confidence	review_status
REC004856	Tango De La Rosa	Orquesta De Pepe De Le Vega	Peerless	1973	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004868	Tata Dios	Dueto Blanco Y Negro	Peerless	5001	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004882	Te Digo Adios	Martin Y Martita	Peerless	2519	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004905	Te Quedas O Te Vas	Tere Y Maricela	Peerless	PU-10004	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004914	Te Quiero Con La Vida	Angelina Y Tono	Peerless	2942	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004915	Te Quiero Porque Te Quiero	Martin Y Malena	Peerless	2714	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004921	Te Quise Tanto Tanto	Dueto Adan Y Eva	Peerless	3919	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004930	Te Vas A Lavar La Boca	Hermanas Cora Y Hermanos Zaizar	Peerless	5051	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004946	Televisando	Orquesta Alejandro Cardona	Peerless	3959	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004960	Tenmela Ahi	N. Farjardo - L. Bravo - A. Islas	Peerless	2036	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004964	Tercer Hombre	Orquesta De Juan Garcia Medeles	Peerless	3272	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004969	Thats My Desire	Bob & Tony	Peerless	10002-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004973	Tico Tico	Orquesta De Juan S. Garrido	Peerless	2048	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004974	Tico Tico	D’Artega Orchestra	Peerless	3366	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004975	Tiempo Al Tiempo	Martin Y Malena	Peerless	3163	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004983	Tierra De Dios	La Panchita Y Amapola	Peerless	2788	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004992	Toca Madera	Martin Y Malena	Peerless	2140	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004996	Toda Una Vida	Orquesta De Juan S. Garrido	Peerless	2134	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005003	Todo Es Tuyo	Orquesta De Abel Domínguez	Peerless	2145	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005027	Traicion Ingrata	Martin Y Catita	Peerless	2403	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005029	Traicionera	Martin Y Martita	Peerless	2254	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005031	Traidora	Martin Y Malena	Peerless	2862	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005033	Traidora	Dueto Adan Y Eva	Peerless	3803	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005053	Tres Días	Lola Beltran Y Trio Hnos. Michel	Peerless	4556B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005068	Triste Destino	Martin Y Malena	Peerless	2746	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005075	Trompetas Taurinas	Mariachi Oro Y Plata De Pepe Chávez	Peerless	2046	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005077	Trompetistas Mexicanos	Orquesta Cubana De Domingo Vernier	Peerless	3818	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005114	Tu Que Dijiste	Martin Y Eloisa	Peerless	1806	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005115	Tu Que Dijiste	Martin Y Eloisa	Peerless	1991	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005120	Tu Santa Madre	Carlos Y Gela	Peerless	7944-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005127	Tu Voluntad	Martin Y Malena	Peerless	2629	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005128	Tu Y La Mentira	Lola Beltran Y Trio Hnos. Michel	Peerless	4675B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005134	Tu, Solo Tu	Victor Cordero Y Martita	Peerless	3045	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005139	Tus Bellos Ojos	Martin Y Malena	Peerless	2825	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005164	Un Chivirico Mas	Orquesta De Miguel Angel Pazos	Peerless	4257-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005174	Un Dia Con Otro	Martin Y Eloisa	Peerless	1857	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005176	Un Favor	Angelina Y Tono	Peerless	2421	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005228	Ursula	Angelina Y Tono	Peerless	2613	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005234	Vale Mas	Martin Y Malena	Peerless	2154	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005247	Vamos A Darle	Martin Y Malena	Peerless	2167	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005251	Vamos Al Cine	Martin Y Eloisa	Peerless	1878	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005253	Varita De Nardo	Laurita y Ray	Peerless	2603	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005268	Ven A Colima	Martin Y Catita	Peerless	2400	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005274	Veneno	Orquesta J. S. Garrido	Peerless	3633	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005277	Vengan Copas	Alarcon Leal Y La Tamaulipeca	Peerless	2830	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005284	Ventanita Morada	Laurita y Ray	Peerless	2603	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005285	Ventura	Orquesta Alejandro Cardona	Peerless	3959	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005314	Viernes Santo	Angelina Y Tono	Peerless	2470	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005316	Violetas Imperiales	Orquesta De Juan Garcia Medeles	Peerless	4440-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005327	Viva Mi Desgracia	Orquesta De Alberto Dominguez	Peerless	1919	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005329	Viva Mi Suerte	Martin Y Malena	Peerless	2246	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005333	Vive Feliz	Martin Y Malena	Peerless	2172	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005337	Vivir Para Quererte	Cuarteto Armonico	Peerless	5082	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005340	Volare	Cuarteto Armonico - Hermanas Cora	Peerless	5089	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005352	Vuelo A La Hilacha	Martin Y Malena	Peerless	2081	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005367	Walter Winchell Rumba	Orquesta Hermanos Marquez	Peerless	2398	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005381	Ya Eres Libre	Dueto Aguila Y Sol	Peerless	7419	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005385	Ya Estarás Jabon De Olor	Dueto Aguila Y Sol	Peerless	8184-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005407	Ya No Llores	Cuco Y Lupe	Peerless	10045-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005411	Ya No Me Desvelo Tanto	Angelina Y Tono	Peerless	2354	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005417	Ya No Puedo Sufrir Mas	Martin Y Malena	Peerless	2110	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005455	Yo No Se Por Que	Dueto Blanco Y Negro	Peerless	5028	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005456	Yo No Se Por Que	Dueto Blanco Y Negro	Peerless	5028-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005458	Yo Pienso En Ti	Cuarteto Armonico	Peerless	4699B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005461	Yo Quiero Un Mambo	Orquesta Tropical De Chucho Rodriguez	Peerless	3240	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005491	Yo Ya Me Voy	Martin Y Malena	Peerless	2167	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005493	Zacatecas	Orquesta De Juan S. Garrido	Peerless	1847	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005499	Zenaida	Orquesta De Ramon Marquez	Peerless	4177-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC005501	Zenaida Ingrata	Martin Y Martita	Peerless	2176	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
