recording_id	recording_title	recording_path	performer_name	label_name	catalog_number	format	source_id	source_reference	confidence	review_status
REC000916	Corre Corre Camioncito	/recordings/corre-corre-camioncito-6	Banda Mochis De Porfirio Amarillas	Peerless	AP-114	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000917	Corrido A Durango	/recordings/corrido-durango-0	Hermanos Zaizar	Peerless	7918-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000918	Corrido A Durango	/recordings/corrido-durango-1	Hermanos Zaizar	Peerless	M-1443	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000919	Corrido A La Noria	/recordings/corrido-la-noria	Poncho Y Martha	Peerless	LPL-325	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000920	Corrido a Oaxaca	/recordings/corrido-oaxaca-0	Hector Galeana Serna	Peerless	PS-6a	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000921	Corrido A Pancho Villa	/recordings/corrido-pancho-villa-0	Hermanos Zaizar	Peerless	C-2091	Ca	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000922	Corrido A Raul Macias El Ratón	/recordings/corrido-raul-macias-el-rat%C3%B3n-0	Hermanos Zaizar	Peerless	4569B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000923	Corrido Adolfo Ruiz Cortines	/recordings/corrido-adolfo-ruiz-cortines-0	Cuarteto Orizaba	Peerless	PS-4	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000924	Corrido Al Chicano	/recordings/corrido-al-chicano	Hermanos Zaizar	Peerless	S-1634	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000925	Corrido Armando Velderrain Almada	/recordings/corrido-armando-velderrain-almada-0	Mariachi Murcielagos De Chapala	Peerless	PS-8a	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000926	Corrido De Agustin Lara	/recordings/corrido-de-agustin-lara-1	Trio Janitzio	Peerless	2654	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000927	Corrido de Aleman	/recordings/corrido-de-aleman-0	Trio Bohemio	Peerless	PS-7a	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000928	Corrido De Arnulfo Gonzalez	/recordings/corrido-de-arnulfo-gonzalez-7	Poncho Y Martha	Peerless	LPL-325	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000929	Corrido De Cananea	/recordings/corrido-de-cananea-16	Martin Y Malena	Peerless	1990	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000930	Corrido De Cananea	/recordings/corrido-de-cananea-17	Hermanos Zaizar	Peerless	C-2091	Ca	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000931	Corrido De Cananea	/recordings/corrido-de-cananea-18	Martin Y Catita	Peerless	3796	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000932	Corrido De Cananea	/recordings/corrido-de-cananea-19	Hermanos Zaizar	Peerless	5058	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000933	Corrido De Chico Fuentes	/recordings/corrido-de-chico-fuentes-2	Los Broncos De Reynosa	Peerless	12336-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000934	Corrido De Chihuahua	/recordings/corrido-de-chihuahua-33	Hermanos Zaizar	Peerless	LPL-325	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000935	Corrido De Chihuahua	/recordings/corrido-de-chihuahua-34	David Zaizar	Peerless	S-1528	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000936	Corrido De Chucho El Roto	/recordings/corrido-de-chucho-el-roto-2	Manuel Lopez Ochoa	Peerless	8358-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000937	Corrido De Clemente Diaz	/recordings/corrido-de-clemente-diaz-0	Juan Mendoza	Peerless	5071	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000938	Corrido De Don Ernesto	/recordings/corrido-de-don-ernesto-0	Hermanos Zaizar	Peerless	7710	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000939	Corrido De Durango	/recordings/corrido-de-durango-28	Hermanos Zaizar	Peerless	7787	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000940	Corrido De Durango	/recordings/corrido-de-durango-37	Las Estrellitas	Peerless	LPL-325	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000941	Corrido De Elena	/recordings/corrido-de-elena-2	Angelina Y Tono	Peerless	2613	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000942	Corrido De Heraclio Bernal	/recordings/corrido-de-heraclio-bernal-0	Dueto Adan Y Eva	Peerless	4154-A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000943	Corrido De Jesus Miranda	/recordings/corrido-de-jesus-miranda-1	Los Dos Palomos	Peerless	5029	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000944	Corrido De Licho Gonzalez	/recordings/corrido-de-licho-gonzalez-0	Las Calandrias	Peerless	4885A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000945	Corrido de Lopez Mateos Soy Puro Mexicano	/recordings/corrido-de-lopez-mateos-soy-puro-mexicano	Luis Aguilar - Emilio Galvez y Roberto G. Rivera	Peerless	PS-18a	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000946	Corrido de Lopez Mateos Soy Puro Mexicano	/recordings/corrido-de-lopez-mateos-soy-puro-mexicano-0	Luis Aguilar - Emilio Galvez y Roberto G. Rivera	Peerless	PS-18b	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000947	Corrido De Los Bravucones	/recordings/corrido-de-los-bravucones-0	Fernando Rosas	Peerless	1954	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000948	Corrido De Luis Pulido	/recordings/corrido-de-luis-pulido-17	Hermanos Zaizar	Peerless	LPPU-1840	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000949	Corrido De Lupe Velez	/recordings/corrido-de-lupe-velez-0	Martin Y Malena	Peerless	2161	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000950	Corrido De Miguel Alemán	/recordings/corrido-de-miguel-alem%C3%A1n-0	Julio Flores	Peerless	2664	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000951	Corrido De Monterrey	/recordings/corrido-de-monterrey-13	Manuelita Arriola	Peerless	1923	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000952	Corrido De Monterrey	/recordings/corrido-de-monterrey-19	Hermanos Zaizar	Peerless	LPL-325	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000953	Corrido de Nayarit	/recordings/corrido-de-nayarit-3	Hermanos Zaizar	Peerless	7787	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000954	Corrido De Nicolas Zurdo Flores	/recordings/corrido-de-nicolas-zurdo-flores	Dueto Adan Y Eva	Peerless	4154-B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000955	Corrido De Pancho Mendez	/recordings/corrido-de-pancho-mendez-0	Hermanos Zaizar	Peerless	4472A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000956	Corrido de Pedro Infante	/recordings/corrido-de-pedro-infante-1	Dueto Monterrey	Peerless	3479	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000957	Corrido De Poncho Tirado - Primera Parte	/recordings/corrido-de-poncho-tirado-primera-parte	Dueto Sanchez - Becerra	Peerless	1732	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000958	Corrido De Poncho Tirado - Segunda Parte	/recordings/corrido-de-poncho-tirado-segunda-parte	Dueto Sanchez - Becerra	Peerless	1732	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000959	Corrido De Rafaelita	/recordings/corrido-de-rafaelita-1	Angelina Y Tono	Peerless	2470	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000960	Corrido de Roberto Herrera Leon	/recordings/corrido-de-roberto-herrera-leon-1	Raquel Esparza Montañez	Peerless	PS-11a	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000961	Corrido de Roberto Herrera Leon	/recordings/corrido-de-roberto-herrera-leon-2	Raquel Esparza Montañez	Peerless	PS-11b	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000962	Corrido De Simon Blanco	/recordings/corrido-de-simon-blanco-3	Juan Mendoza	Peerless	9035-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000963	Corrido De Simon Blanco	/recordings/corrido-de-simon-blanco-5	David Zaizar	Peerless	S-1528	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000964	Corrido De Valente Quintero	/recordings/corrido-de-valente-quintero-1	Angelina Y Tono	Peerless	2354	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000965	Corrido De Veracruz	/recordings/corrido-de-veracruz-0	Juanita Escoto	Peerless	2295	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000966	Corrido De Vicente Saldivar	/recordings/corrido-de-vicente-saldivar-0	Juan Mendoza	Peerless	8602-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000967	Corrido Del Agrarista	/recordings/corrido-del-agrarista-6	Hermanos Zaizar	Peerless	4863	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000968	Corrido Del Agrarista	/recordings/corrido-del-agrarista-7	Hermanos Zaizar	Peerless	4863	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000969	Corrido Del Caballo Mojino	/recordings/corrido-del-caballo-mojino-0	Hermanos Zaizar	Peerless	8164-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000970	Corrido Del Cantador	/recordings/corrido-del-cantador-0	Martin Y Malena	Peerless	2377	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000971	Corrido Del Mano Negra	/recordings/corrido-del-mano-negra-0	Los Broncos De Reynosa	Peerless	AP-108	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000972	Corrido Del Norte	/recordings/corrido-del-norte-13	Dueto Sanchez - Becerra	Peerless	1869	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000973	Corrido Del Norte	/recordings/corrido-del-norte-14	Hermanos Zaizar	Peerless	5098	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000974	Corrido Del Norte	/recordings/corrido-del-norte-21	Hermanos Zaizar	Peerless	LPL-325	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000975	Corrido Del Potrero Del Llano	/recordings/corrido-del-potrero-del-llano-0	Martin Y Eloisa	Peerless	1856	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000976	Corrido Del Terremoto	/recordings/corrido-del-terremoto-1	Los Alegres Laguneros	Peerless	5487	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000977	Corrido Luis Coronado	/recordings/corrido-luis-coronado-0	Angelina Y Tono	Peerless	2768	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000978	Corrido Ramiro Sierra	/recordings/corrido-ramiro-sierra-0	Los Broncos De Reynosa	Peerless	12661-5-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000979	Corrido Villista	/recordings/corrido-villista-15	Angelina Y Tono	Peerless	2237	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000980	Corriente Y Canelo	/recordings/corriente-y-canelo-4	Lino Lujan	Peerless	11371-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000981	Corriente Y Canelo	/recordings/corriente-y-canelo-5	Lino Lujan	Peerless	LPPU-10046	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000982	Cosas Del Alma	/recordings/cosas-del-alma-3	Manuelita Arriola	Peerless	2210	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000983	Cosas Que Pasan	/recordings/cosas-que-pasan-1	Agustín Lara	Peerless	LPPU-10006	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000984	Costa Norte	/recordings/costa-norte-0	Los Trovadores Del Palenque	Peerless	PS-12b	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000985	Cotorrita	/recordings/cotorrita-0	Dueto Martinez - Gil	Peerless	852	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000986	Crei	/recordings/crei-53	Juan Mendoza	Peerless	LD-581	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000987	Crei Que Eras Buena	/recordings/crei-que-eras-buena-0	Licha Ramos	Peerless	3733	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000988	Creo	/recordings/creo-3	Marco Antonio Vazquez	Peerless	1006-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000989	Creo	/recordings/creo-4	Marco Antonio Vazquez	Peerless	lppu-10050	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000990	Creí	/recordings/cre%C3%AD-56	Rudy Macias Quintet	Peerless	5135	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000991	Creí	/recordings/cre%C3%AD-58	Juan Mendoza	Peerless	s-1441	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000992	Crinolina	/recordings/crinolina-0	Marilu	Peerless	4570B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000993	Criolla	/recordings/criolla-0	Pedro Infante	Peerless	2702	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000994	Cruz De Olvido	/recordings/cruz-de-olvido-20	David Zaizar	Peerless	11234-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000995	Cruz De Olvido	/recordings/cruz-de-olvido-26	Hermanos Zaizar	Peerless	pee-1782	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000996	Cruz De Olvido	/recordings/cruz-de-olvido-27	Hermanos Zaizar	Peerless	2351-7	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000997	Cual Es Tu Nombre Cual Es Tu Numero	/recordings/cual-es-tu-nombre-cual-es-tu-numero	Veronica Castro	Peerless	LP-2079	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000998	Cuampampiro	/recordings/cuampampiro-0	Vicentico Valdés	Peerless	2871	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC000999	Cuan Engañado	/recordings/cuan-enga%C3%B1ado-0	David Zaizar	Peerless	7672-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001000	Cuando Canta La Paloma	/recordings/cuando-canta-la-paloma-6	Lupe Mejia	Peerless	7491	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001001	Cuando Dos Almas	/recordings/cuando-dos-almas-23	Hermanos Zaizar	Peerless	8225-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001002	Cuando El Destino	/recordings/cuando-el-destino-31	Lola Beltrán	Peerless	3596	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001003	Cuando El Destino	/recordings/cuando-el-destino-32	Pedro Infante	Peerless	3676	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001004	Cuando El Destino	/recordings/cuando-el-destino-46	Pedro Infante	Peerless	LPL-184	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001005	Cuando El Destino	/recordings/cuando-el-destino-47	Lola Beltrán	Peerless	LPL-314	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001006	Cuando El Destino	/recordings/cuando-el-destino-48	Pedro Infante	Peerless	LP-1051	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001007	Cuando El Destino	/recordings/cuando-el-destino-49	Lola Beltrán	Peerless	1774	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001008	Cuando El Destino	/recordings/cuando-el-destino-50	Pedro Infante	Peerless	PLP-4001	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001009	Cuando Florezca Nuestro Amor	/recordings/cuando-florezca-nuestro-amor	Los Tecolinos	Peerless	7004	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001010	Cuando Juego El Albur	/recordings/cuando-juego-el-albur-4	Pedro Infante	Peerless	3516	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001011	Cuando Las Lluvias De Abril Lleguen A Hawaii	/recordings/cuando-las-lluvias-de-abril-lleguen-hawaii-0	Wayne Gregg	Peerless	2615	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001012	Cuando Llegaste Tu	/recordings/cuando-llegaste-tu-1	Marco Antonio Vazquez	Peerless	9603-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001013	Cuando Llora El Corazon	/recordings/cuando-llora-el-corazon-2	Ventura Romero	Peerless	2810	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001014	Cuando Lloran Los Hombres	/recordings/cuando-lloran-los-hombres-29	Juan Mendoza	Peerless	5719-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001015	Cuando Los Años Pasan	/recordings/cuando-los-a%C3%B1os-pasan-3	La Prieta Linda	Peerless	5079	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001016	Cuando Mas Se Quiere	/recordings/cuando-mas-se-quiere	David Zaizar	Peerless	LP-1444	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001017	Cuando Me Amaras	/recordings/cuando-me-amaras-0	Alicia Maria	Peerless	4621B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001018	Cuando Me Besas	/recordings/cuando-me-besas-1	Las Virrey	Peerless	LPPU-1848	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001019	Cuando Me Pierdas	/recordings/cuando-me-pierdas-8	Juan Mendoza	Peerless	7185	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001020	Cuando Me Pierdas	/recordings/cuando-me-pierdas-14	Los Duendes	Peerless	7129	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001021	Cuando Me Vaya De Aquí	/recordings/cuando-me-vaya-de-aqu%C3%AD-18	Los Cancioneros Del Bajío	Peerless	3551	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001022	Cuando Me Vaya De Aquí	/recordings/cuando-me-vaya-de-aqu%C3%AD-19	Felipe Pérez Lopez	Peerless	4748A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001023	Cuando Miran Tus Ojos	/recordings/cuando-miran-tus-ojos-0	Carlos Spaventa	Peerless	854	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001024	Cuando Nadie Te Quiera	/recordings/cuando-nadie-te-quiera-33	Dueto Blanco Y Negro	Peerless	5009	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001025	Cuando Nadie Te Quiera	/recordings/cuando-nadie-te-quiera-34	Lola Beltrán	Peerless	5038-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001026	Cuando Nadie Te Quiera	/recordings/cuando-nadie-te-quiera-35	Lola Beltrán	Peerless	5380	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001027	Cuando Nadie Te Quiera	/recordings/cuando-nadie-te-quiera-52	Lola Beltrán	Peerless	PLP-4002	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001028	Cuando Pelea Un Mexicano	/recordings/cuando-pelea-un-mexicano-0	Alejandro De Montenegro	Peerless	2177	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001029	Cuando Quiere Un Mexicano	/recordings/cuando-quiere-un-mexicano-1	Pedro Infante	Peerless	2104	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001030	Cuando Sale La Luna	/recordings/cuando-sale-la-luna-6	Pedro Infante	Peerless	4576A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001031	Cuando Sale La Luna	/recordings/cuando-sale-la-luna-12	Pedro Infante	Peerless	LPL-184	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001032	Cuando Sale La Luna	/recordings/cuando-sale-la-luna-13	Pedro Infante	Peerless	LP-1051	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001033	Cuando Sale La Luna	/recordings/cuando-sale-la-luna-16	Carlos Valadez	Peerless	5128	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001034	Cuando Salgo A Los Campos	/recordings/cuando-salgo-los-campos-49	Rodolfo y Beatriz	Peerless	3289	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001035	Cuando Salgo A Los Campos	/recordings/cuando-salgo-los-campos-50	Lola Beltrán	Peerless	7965-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001036	Cuando Salgo A Los Campos	/recordings/cuando-salgo-los-campos-67	Trio Tariacuri	Peerless	LPL-299	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001037	Cuando Salgo A Los Campos	/recordings/cuando-salgo-los-campos-68	Lola Beltrán	Peerless	LD-767	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001038	Cuando Se Acuerde De Mi	/recordings/cuando-se-acuerde-de-mi-0	Maria De Lourdes	Peerless	4854B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001039	Cuando Se Quiere Mucho	/recordings/cuando-se-quiere-mucho-1	Toña La Negra	Peerless	2153	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001040	Cuando Se Quiere, Se Quiere	/recordings/cuando-se-quiere-se-quiere-1	Lupe Mejia	Peerless	6105	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001041	Cuando Seamos Iguales	/recordings/cuando-seamos-iguales-6	Lola Beltrán	Peerless	4602B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
