recording_id	recording_title	recording_path	performer_name	label_name	catalog_number	format	source_id	source_reference	confidence	review_status
REC004622	Se Vende Esta Casa	/recordings/se-vende-esta-casa-6	David Zaizar	Peerless	7012	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004623	Sea Por Dios	/recordings/sea-por-dios-26	David Zaizar	Peerless	LP-1355	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004624	Seamos Humanos	/recordings/seamos-humanos-6	Lola Beltrán	Peerless	4201-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004625	Seas Como Seas	/recordings/seas-como-seas-13	Juan Mendoza	Peerless	5039	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004626	Seboruco	/recordings/seboruco-0	Vicentico Valdés	Peerless	2871	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004627	Secreto	/recordings/secreto-8	Trio Argentino	Peerless	3983	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004628	Sed De Amar	/recordings/sed-de-amar-0	Los Broncos De Reynosa	Peerless	AP-108	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004629	Seda Y Oro	/recordings/seda-y-oro-0	Mariachi Mexico De Pepe Villa	Peerless	4812B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004630	Seda Y Oro	/recordings/seda-y-oro-1	Mariachi Mexico De Pepe Villa	Peerless	PLP-2005	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004631	Seis Pies Abajo	/recordings/seis-pies-abajo-35	Trio Copacaban	Peerless	5138	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004632	Selvas Negras	/recordings/selvas-negras-1	Hermanos Zaizar	Peerless	4526	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004633	Sencillamente Nunca	/recordings/sencillamente-nunca-1	Salvador Huerta	Peerless	LP-2015	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004634	Senda Maldita	/recordings/senda-maldita-1	Emilio Tuero	Peerless	3700	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004635	Senderito De Amor	/recordings/senderito-de-amor-8	Ventura Romero	Peerless	3201	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004636	Senderito De Amor	/recordings/senderito-de-amor-9	Pedro Infante	Peerless	4124A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004637	Sensacion	/recordings/sensacion-1	Martha Triana	Peerless	2334	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004638	Sentencia	/recordings/sentencia-28	Hermanas Hernández	Peerless	2117	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004639	Sentencia	/recordings/sentencia-37	Hermanos Zaizar	Peerless	pee-1782	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004640	Sentimiento	/recordings/sentimiento-63	Banda Mochis De Porfirio Amarillas	Peerless	AP-114	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004641	Sentimiento Festivo	/recordings/sentimiento-festivo	Veronica Castro	Peerless	LP-2079	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004642	Sentir	/recordings/sentir-1	Toña La Negra	Peerless	LPL-250	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004643	Separacion	/recordings/separacion-8	Las Potranquitas Del Norte	Peerless	10825-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004644	Separacion	/recordings/separacion-11	Las Potranquitas Del Norte	Peerless	LPPU-10032	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004645	Sera La Ultima Vez	/recordings/sera-la-ultima-vez-5	Lola Beltrán	Peerless	4972	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004646	Sera Por Eso	/recordings/sera-por-eso-7	Eduardo Alexander	Peerless	2481	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004647	Sere Tu Sombra	/recordings/sere-tu-sombra-11	Juan Mendoza	Peerless	8025-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004648	Serenata	/recordings/serenata-16	Trio Guayacan	Peerless	2860	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004649	Serenata	/recordings/serenata-17	Pedro Infante	Peerless	3000	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004650	Serenata	/recordings/serenata-19	Pedro Infante	Peerless	LP-1050	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004651	Serenata De Amor	/recordings/serenata-de-amor-12	Pedro Infante	Peerless	3233	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004652	Serenata De Amor	/recordings/serenata-de-amor-18	Pedro Infante	Peerless	LP-1050	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004653	Serenata De Amor	/recordings/serenata-de-amor-19	Jorge Fernández	Peerless	4066	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004654	Serenata En La Noche	/recordings/serenata-en-la-noche-5	Pedro Infante	Peerless	3914	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004655	Serenata En La Noche	/recordings/serenata-en-la-noche-6	Pedro Infante	Peerless	M-1064	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004656	Serenata En La Noche	/recordings/serenata-en-la-noche-7	Pedro Infante	Peerless	PLP-4001	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004657	Serenata Huasteca	/recordings/serenata-huasteca-38	Jorge Fernández	Peerless	LPL-351	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004658	Serenata Sin Luna	/recordings/serenata-sin-luna-22	Pedro Infante	Peerless	3847	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004659	Serenata Sin Luna	/recordings/serenata-sin-luna-32	Pedro Infante	Peerless	LP-1050	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004660	Serenata Tapatia	/recordings/serenata-tapatia-10	Martin Y Malena	Peerless	2112	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004661	Serenata Tapatia	/recordings/serenata-tapatia-11	Pedro Infante	Peerless	3241	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004662	Serenata Tapatia	/recordings/serenata-tapatia-14	Pedro Infante	Peerless	LP-1050	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004663	Serian las dos	/recordings/serian-las-dos-5	Hnos. Martinez Gil	Peerless	951	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004664	Señor Porque	/recordings/se%C3%B1or-porque-3	Lola Beltrán	Peerless	LPL-314	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004665	Señor, Porque	/recordings/se%C3%B1or-porque-2	Lola Beltrán	Peerless	5084	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004666	Señora	/recordings/se%C3%B1ora-12	Maria Cristina	Peerless	11102-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004667	Señora Tentacion	/recordings/se%C3%B1ora-tentacion-1	Trio Guayacan	Peerless	3212	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004668	Señorita	/recordings/se%C3%B1orita-5	Bob & Tony	Peerless	10002-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004669	Sha-La-La	/recordings/sha-la-la-0	Los Seven Days	Peerless	8271-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004670	Si Acaso Vuelves	/recordings/si-acaso-vuelves-25	Hermanas Hernández	Peerless	PU-10004	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004671	Si Decirte Adios	/recordings/si-decirte-adios-0	La Prieta Linda	Peerless	5079	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004672	Si Este Amor Fuera Mentira	/recordings/si-este-amor-fuera-mentira-0	Hermanas Hernández	Peerless	4701A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004673	Si No Me Puedes Querer	/recordings/si-no-me-puedes-querer-2	La Panchita Y Amapola	Peerless	2788	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004674	Si No Me Quieres Dejame	/recordings/si-no-me-quieres-dejame-0	Los Freddy’s	Peerless	1016-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004675	Si Por Ti	/recordings/si-por-ti-0	Los Broncos De Reynosa	Peerless	1003-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004676	Si Porque Dices Que Te Vas	/recordings/si-porque-dices-que-te-vas-0	Los Broncos De Reynosa	Peerless	7513	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004677	Si Regresara El Amor	/recordings/si-regresara-el-amor-5	Trio Guayacan	Peerless	2992	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004678	Si Te Resuelves	/recordings/si-te-resuelves-0	Mario Alberto Rodríguez	Peerless	2382	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004679	Si Te Vas	/recordings/si-te-vas-23	Hermanos Zaizar	Peerless	S-1523	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004680	Si Te Vas, Pos Anda Vete	/recordings/si-te-vas-pos-anda-vete	Angel Infante	Peerless	5096	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004681	Si Tu Me Miraras	/recordings/si-tu-me-miraras-1	Lupita Cabrera	Peerless	4422-B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004682	Si Tu Me Pides	/recordings/si-tu-me-pides-0	Lira De San Cristóbal	Peerless	2069	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004683	Si Tu Me Quisieras	/recordings/si-tu-me-quisieras-11	Pedro Infante	Peerless	4218-A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004684	Si Tu Me Quisieras	/recordings/si-tu-me-quisieras-14	Lupita Cabrera	Peerless	4199-A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004685	Si Tu Tambien Te Vas	/recordings/si-tu-tambien-te-vas-26	Pedro Infante	Peerless	4400-A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004686	Si Vieras	/recordings/si-vieras-0	Marta Triana	Peerless	2202	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
