batch_recording_id	batch_song_id	relationship_type	source_id	source_reference	evidence_text	confidence	review_status
SRC0002-B0003-REC011	SRC0002-B0003-SONG011	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B6	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B6', raw_track='Kadett Cabalga'	high	staged_for_review
SRC0002-B0003-REC012	SRC0002-B0003-SONG012	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A1	Discos Fuentes shop product page: release='LP - Historia Musical', track='A1', raw_track='Dame Tu Mujer José'	high	staged_for_review
SRC0002-B0003-REC013	SRC0002-B0003-SONG013	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A2	Discos Fuentes shop product page: release='LP - Historia Musical', track='A2', raw_track='El Pájaro Amarillo'	high	staged_for_review
SRC0002-B0003-REC014	SRC0002-B0003-SONG014	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A3	Discos Fuentes shop product page: release='LP - Historia Musical', track='A3', raw_track='María Teresa'	high	staged_for_review
SRC0002-B0003-REC015	SRC0002-B0003-SONG015	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A4	Discos Fuentes shop product page: release='LP - Historia Musical', track='A4', raw_track='El Aguacero'	high	staged_for_review
SRC0002-B0003-REC016	SRC0002-B0003-SONG016	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A5	Discos Fuentes shop product page: release='LP - Historia Musical', track='A5', raw_track='El Ron de Vinola'	high	staged_for_review
SRC0002-B0003-REC017	SRC0002-B0003-SONG017	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A6	Discos Fuentes shop product page: release='LP - Historia Musical', track='A6', raw_track='La Pringamoza'	high	staged_for_review
SRC0002-B0003-REC018	SRC0002-B0003-SONG018	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A7	Discos Fuentes shop product page: release='LP - Historia Musical', track='A7', raw_track='Grito Vagabundo'	high	staged_for_review
SRC0002-B0003-REC019	SRC0002-B0003-SONG019	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B1	Discos Fuentes shop product page: release='LP - Historia Musical', track='B1', raw_track='Las Mujeres a Mí No Me Quieren'	high	staged_for_review
SRC0002-B0003-REC020	SRC0002-B0003-SONG020	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B2	Discos Fuentes shop product page: release='LP - Historia Musical', track='B2', raw_track='El Negro Picante'	high	staged_for_review
SRC0002-B0003-REC021	SRC0002-B0003-SONG021	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B3	Discos Fuentes shop product page: release='LP - Historia Musical', track='B3', raw_track='Lo Gotereros'	high	staged_for_review
SRC0002-B0003-REC022	SRC0002-B0003-SONG022	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B4	Discos Fuentes shop product page: release='LP - Historia Musical', track='B4', raw_track='Rosa María'	high	staged_for_review
SRC0002-B0003-REC023	SRC0002-B0003-SONG023	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B5	Discos Fuentes shop product page: release='LP - Historia Musical', track='B5', raw_track='La Araña Picua'	high	staged_for_review
SRC0002-B0003-REC024	SRC0002-B0003-SONG024	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B6	Discos Fuentes shop product page: release='LP - Historia Musical', track='B6', raw_track='Arbolito de Navidad'	high	staged_for_review
SRC0002-B0003-REC025	SRC0002-B0003-SONG025	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-1	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='1', raw_track='El Sofá'	high	staged_for_review
SRC0002-B0003-REC026	SRC0002-B0003-SONG026	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-2	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='2', raw_track='Quién Será'	high	staged_for_review
SRC0002-B0003-REC027	SRC0002-B0003-SONG027	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-3	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='3', raw_track='Burundanga'	high	staged_for_review
SRC0002-B0003-REC028	SRC0002-B0003-SONG028	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-4	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='4', raw_track='Todo Me Gusta de Ti'	high	staged_for_review
SRC0002-B0003-REC029	SRC0002-B0003-SONG029	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-5	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='5', raw_track='El Mambo es Universal'	high	staged_for_review
SRC0002-B0003-REC030	SRC0002-B0003-SONG030	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-6	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='6', raw_track='Cuando Tú Seas Mía'	high	staged_for_review
SRC0002-B0003-REC031	SRC0002-B0003-SONG031	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-7	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='7', raw_track='Oye Mima'	high	staged_for_review
SRC0002-B0003-REC032	SRC0002-B0003-SONG032	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-8	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='8', raw_track='Desesperación'	high	staged_for_review
SRC0002-B0003-REC033	SRC0002-B0003-SONG033	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-9	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='9', raw_track='Quedé Zaina'	high	staged_for_review
SRC0002-B0003-REC034	SRC0002-B0003-SONG034	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-la-sonora-matancera/#track-10	Discos Fuentes shop product page: release='Colección 100 Exitos de La Sonora Matancera', track='10', raw_track='Historia de Un Amor'	high	staged_for_review
SRC0002-B0003-REC035	SRC0002-B0003-SONG035	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-1	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='1', raw_track='A Mi Dios Todo le Debo'	high	staged_for_review
SRC0002-B0003-REC036	SRC0002-B0003-SONG036	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-2	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='2', raw_track='Confundido'	high	staged_for_review
SRC0002-B0003-REC037	SRC0002-B0003-SONG037	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-3	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='3', raw_track='El Arbol'	high	staged_for_review
SRC0002-B0003-REC038	SRC0002-B0003-SONG038	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-4	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='4', raw_track='El Caminante'	high	staged_for_review
SRC0002-B0003-REC039	SRC0002-B0003-SONG039	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-5	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='5', raw_track='El Centurión de la Noche'	high	staged_for_review
SRC0002-B0003-REC040	SRC0002-B0003-SONG040	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-6	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='6', raw_track='El Cocinero Mayor'	high	staged_for_review
SRC0002-B0003-REC041	SRC0002-B0003-SONG041	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-7	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='7', raw_track='El Son del Caballo'	high	staged_for_review
SRC0002-B0003-REC042	SRC0002-B0003-SONG042	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-8	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='8', raw_track='La Maestranza # 1'	high	staged_for_review
SRC0002-B0003-REC043	SRC0002-B0003-SONG043	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-9	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='9', raw_track='Por Ti No Moriré'	high	staged_for_review
SRC0002-B0003-REC044	SRC0002-B0003-SONG044	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/#track-10	Discos Fuentes shop product page: release='Colección 100 Exitos del Siglo: Joe Arroyo', track='10', raw_track='Teresa Vuelve'	high	staged_for_review
SRC0002-B0003-REC045	SRC0002-B0003-SONG045	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-1	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='1', raw_track='Los Sabanales'	high	staged_for_review
SRC0002-B0003-REC046	SRC0002-B0003-SONG046	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-2	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='2', raw_track='La Yerbita'	high	staged_for_review
SRC0002-B0003-REC047	SRC0002-B0003-SONG047	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-3	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='3', raw_track='No Me Busques'	high	staged_for_review
SRC0002-B0003-REC048	SRC0002-B0003-SONG048	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-4	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='4', raw_track='Suéltala Pa' Que Se Defienda'	high	staged_for_review
SRC0002-B0003-REC049	SRC0002-B0003-SONG049	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-5	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='5', raw_track='Tres Tigres'	high	staged_for_review
SRC0002-B0003-REC050	SRC0002-B0003-SONG050	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-6	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='6', raw_track='Cumbiamberita'	high	staged_for_review
SRC0002-B0003-REC051	SRC0002-B0003-SONG051	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-7	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='7', raw_track='Cumbia Saramuya'	high	staged_for_review
SRC0002-B0003-REC052	SRC0002-B0003-SONG052	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-8	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='8', raw_track='El Bailador'	high	staged_for_review
SRC0002-B0003-REC053	SRC0002-B0003-SONG053	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-9	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='9', raw_track='El Pasmao'	high	staged_for_review
SRC0002-B0003-REC054	SRC0002-B0003-SONG054	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-10	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='10', raw_track='El Tamarindo'	high	staged_for_review
SRC0002-B0003-REC055	SRC0002-B0003-SONG055	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-1	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='1', raw_track='Festival en Guararé'	high	staged_for_review
SRC0002-B0003-REC056	SRC0002-B0003-SONG056	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-2	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='2', raw_track='Playas Marinas'	high	staged_for_review
SRC0002-B0003-REC057	SRC0002-B0003-SONG057	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-3	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='3', raw_track='Te Llevaré'	high	staged_for_review
SRC0002-B0003-REC058	SRC0002-B0003-SONG058	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-4	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='4', raw_track='Celos de Amor'	high	staged_for_review
SRC0002-B0003-REC059	SRC0002-B0003-SONG059	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-5	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='5', raw_track='Esta Noche es Mía'	high	staged_for_review
SRC0002-B0003-REC060	SRC0002-B0003-SONG060	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-6	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='6', raw_track='Mata E Caña'	high	staged_for_review
SRC0002-B0003-REC061	SRC0002-B0003-SONG061	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-7	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='7', raw_track='Entre Rejas'	high	staged_for_review
SRC0002-B0003-REC062	SRC0002-B0003-SONG062	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-8	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='8', raw_track='La Zenaida'	high	staged_for_review
SRC0002-B0003-REC063	SRC0002-B0003-SONG063	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-9	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='9', raw_track='Dos Mujeres'	high	staged_for_review
SRC0002-B0003-REC064	SRC0002-B0003-SONG064	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-10	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='10', raw_track='Los Sabanales'	high	staged_for_review
SRC0002-B0003-REC065	SRC0002-B0003-SONG065	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-1	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='1', raw_track='Cosas Como Tu'	high	staged_for_review
SRC0002-B0003-REC066	SRC0002-B0003-SONG066	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-2	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='2', raw_track='Huri'	high	staged_for_review
SRC0002-B0003-REC067	SRC0002-B0003-SONG067	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-3	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='3', raw_track='La Cumparsita'	high	staged_for_review
SRC0002-B0003-REC068	SRC0002-B0003-SONG068	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-4	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='4', raw_track='Mis Flores Negras'	high	staged_for_review
SRC0002-B0003-REC069	SRC0002-B0003-SONG069	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-5	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='5', raw_track='Ojos Negros'	high	staged_for_review
SRC0002-B0003-REC070	SRC0002-B0003-SONG070	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-6	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='6', raw_track='Perdón'	high	staged_for_review
SRC0002-B0003-REC071	SRC0002-B0003-SONG071	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-7	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='7', raw_track='Prenda del Alma'	high	staged_for_review
SRC0002-B0003-REC072	SRC0002-B0003-SONG072	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-8	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='8', raw_track='Prisionero de Tus Brazos'	high	staged_for_review
SRC0002-B0003-REC073	SRC0002-B0003-SONG073	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-9	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='9', raw_track='Pueblito Viejo'	high	staged_for_review
SRC0002-B0003-REC074	SRC0002-B0003-SONG074	track_title_match	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-10	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='10', raw_track='Quiéreme Mucho'	high	staged_for_review
