batch_recording_id	confidence	evidence_text	relationship_type	release_candidate_id	review_status	source_id	source_reference
SRC0002-B0005-REC011	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='1', raw_track='Feliz Nochebuena'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-1
SRC0002-B0005-REC012	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='2', raw_track='Bella es la Navidad'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-2
SRC0002-B0005-REC013	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='3', raw_track='En la Nochebuena'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-3
SRC0002-B0005-REC014	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='4', raw_track='Ron de Vinola'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-4
SRC0002-B0005-REC015	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='5', raw_track='El Hijo Ausente'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-5
SRC0002-B0005-REC016	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='6', raw_track='Maldita Navidad'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-6
SRC0002-B0005-REC017	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='7', raw_track='El Pesebre'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-7
SRC0002-B0005-REC018	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='8', raw_track='Aires de Navidad'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-8
SRC0002-B0005-REC019	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='9', raw_track='Grito Vagabundo'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-9
SRC0002-B0005-REC020	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='10', raw_track='Pascua en Navidad'	track_of_release	SRC0002-B0005-REL002	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-10
SRC0002-B0005-REC021	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='1', raw_track='Niño del Alma Mía'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-1
SRC0002-B0005-REC022	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='2', raw_track='Feliz Navidad'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-2
SRC0002-B0005-REC023	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='3', raw_track='Tutaina'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-3
SRC0002-B0005-REC024	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='4', raw_track='Salve Reina y Madre'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-4
SRC0002-B0005-REC025	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='5', raw_track='Zagalillo'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-5
SRC0002-B0005-REC026	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='6', raw_track='Antón'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-6
SRC0002-B0005-REC027	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='7', raw_track='La Nanita Nana'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-7
SRC0002-B0005-REC028	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='8', raw_track='Vamos Vamos Pastorcitos'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-8
SRC0002-B0005-REC029	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='9', raw_track='El Burrito de Belén'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-9
SRC0002-B0005-REC030	high	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='10', raw_track='Dónde Están Mis Juguetes'	track_of_release	SRC0002-B0005-REL003	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-10
SRC0002-B0005-REC031	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='1', raw_track='Solo Un Cigarro'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-1
SRC0002-B0005-REC032	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='2', raw_track='Tempestad'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-2
SRC0002-B0005-REC033	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='3', raw_track='Traicionera'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-3
SRC0002-B0005-REC034	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='4', raw_track='El Hijo Ausente'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-4
SRC0002-B0005-REC035	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='5', raw_track='Golpe con Golpe'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-5
SRC0002-B0005-REC036	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='6', raw_track='Fue Por Una Cerveza'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-6
SRC0002-B0005-REC037	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='7', raw_track='Añoranza Febril'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-7
SRC0002-B0005-REC038	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='8', raw_track='Brisas del Valle'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-8
SRC0002-B0005-REC039	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='9', raw_track='Cállate Corazón'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-9
SRC0002-B0005-REC040	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='10', raw_track='El Ausente'	track_of_release	SRC0002-B0005-REL004	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-10
SRC0002-B0005-REC041	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='1', raw_track='Los Sabanales'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-1
SRC0002-B0005-REC042	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='2', raw_track='La Yerbita'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-2
SRC0002-B0005-REC043	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='3', raw_track='No Me Busques'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-3
SRC0002-B0005-REC044	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='4', raw_track='Suéltala Pa' Que Se Defienda'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-4
SRC0002-B0005-REC045	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='5', raw_track='Tres Tigres'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-5
SRC0002-B0005-REC046	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='6', raw_track='Cumbiamberita'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-6
SRC0002-B0005-REC047	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='7', raw_track='Cumbia Saramuya'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-7
SRC0002-B0005-REC048	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='8', raw_track='El Bailador'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-8
SRC0002-B0005-REC049	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='9', raw_track='El Pasmao'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-9
SRC0002-B0005-REC050	high	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='10', raw_track='El Tamarindo'	track_of_release	SRC0002-B0005-REL005	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-10
