batch_recording_id	batch_song_id	confidence	evidence_text	relationship_type	review_status	source_id	source_reference
SRC0003-B0001-REC011	SRC0003-B0001-SONG011	high	Fania official shop product page: release='Celia & Johnny', track='A4', raw_track='El Paso del Mulo'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A4
SRC0003-B0001-REC012	SRC0003-B0001-SONG012	high	Fania official shop product page: release='Celia & Johnny', track='A5', raw_track='Tengo el Idde'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A5
SRC0003-B0001-REC013	SRC0003-B0001-SONG013	high	Fania official shop product page: release='Celia & Johnny', track='B1', raw_track='Lo Tuyo es Mental'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B1
SRC0003-B0001-REC014	SRC0003-B0001-SONG014	high	Fania official shop product page: release='Celia & Johnny', track='B2', raw_track='Canto a la Habana'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B2
SRC0003-B0001-REC015	SRC0003-B0001-SONG015	high	Fania official shop product page: release='Celia & Johnny', track='B3', raw_track='Ño Mercedes'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B3
SRC0003-B0001-REC016	SRC0003-B0001-SONG016	high	Fania official shop product page: release='Celia & Johnny', track='B4', raw_track='El Tumbao y Celia'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B4
SRC0003-B0001-REC017	SRC0003-B0001-SONG017	high	Fania official shop product page: release='Celia & Johnny', track='B5', raw_track='El Pregón del Pescador'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B5
SRC0003-B0001-REC018	SRC0003-B0001-SONG018	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A1', raw_track='Que Rico Suena Mi Tambor'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A1
SRC0003-B0001-REC019	SRC0003-B0001-SONG019	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A2', raw_track='Soy Guajiro'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A2
SRC0003-B0001-REC020	SRC0003-B0001-SONG020	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A3', raw_track='Diosa Del Ritmo'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A3
SRC0003-B0001-REC021	SRC0003-B0001-SONG021	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='B1', raw_track='Pueblo Latino'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-B1
SRC0003-B0001-REC022	SRC0003-B0001-SONG022	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='B2', raw_track='Mi Gente'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-B2
SRC0003-B0001-REC023	SRC0003-B0001-SONG023	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='A1', raw_track='Hermandad Fania'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-A1
SRC0003-B0001-REC024	SRC0003-B0001-SONG024	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='A2', raw_track='Bemba Colorá'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-A2
SRC0003-B0001-REC025	SRC0003-B0001-SONG025	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='B1', raw_track='Mi Debilidad'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-B1
SRC0003-B0001-REC026	SRC0003-B0001-SONG026	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='B2', raw_track='Échate Pa'llá'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-B2
SRC0003-B0001-REC027	SRC0003-B0001-SONG027	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='B3', raw_track='Congo Bongo'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-B3
SRC0003-B0001-REC028	SRC0003-B0001-SONG028	high	Fania official shop product page: release='Cosa Nuestra', track='A1', raw_track='Che Che Colé'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A1
SRC0003-B0001-REC029	SRC0003-B0001-SONG029	high	Fania official shop product page: release='Cosa Nuestra', track='A2', raw_track='No Me Llores Más'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A2
SRC0003-B0001-REC030	SRC0003-B0001-SONG030	high	Fania official shop product page: release='Cosa Nuestra', track='A3', raw_track='Ausencia'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A3
SRC0003-B0001-REC031	SRC0003-B0001-SONG031	high	Fania official shop product page: release='Cosa Nuestra', track='A4', raw_track='Te Conozco'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A4
SRC0003-B0001-REC032	SRC0003-B0001-SONG032	high	Fania official shop product page: release='Cosa Nuestra', track='B1', raw_track='Juana Peña'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B1
SRC0003-B0001-REC033	SRC0003-B0001-SONG033	high	Fania official shop product page: release='Cosa Nuestra', track='B2', raw_track='Sonero Mayor'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B2
SRC0003-B0001-REC034	SRC0003-B0001-SONG034	high	Fania official shop product page: release='Cosa Nuestra', track='B3', raw_track='Sangrigorda'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B3
SRC0003-B0001-REC035	SRC0003-B0001-SONG035	high	Fania official shop product page: release='Cosa Nuestra', track='B4', raw_track='Tú No Puedes Conmigo'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B4
SRC0003-B0001-REC036	SRC0003-B0001-SONG036	high	Fania official shop product page: release='Asalto Navideño', track='A1', raw_track='Introducción'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A1
SRC0003-B0001-REC037	SRC0003-B0001-SONG037	high	Fania official shop product page: release='Asalto Navideño', track='A2', raw_track='Canto a Borínquen'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A2
SRC0003-B0001-REC038	SRC0003-B0001-SONG038	high	Fania official shop product page: release='Asalto Navideño', track='A3', raw_track='Popurrí Navideño'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A3
SRC0003-B0001-REC039	SRC0003-B0001-SONG039	high	Fania official shop product page: release='Asalto Navideño', track='A4', raw_track='Traigo La Salsa'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A4
SRC0003-B0001-REC040	SRC0003-B0001-SONG040	high	Fania official shop product page: release='Asalto Navideño', track='B1', raw_track='Aires de Navidad'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B1
SRC0003-B0001-REC041	SRC0003-B0001-SONG041	high	Fania official shop product page: release='Asalto Navideño', track='B2', raw_track='La Murga'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B2
SRC0003-B0001-REC042	SRC0003-B0001-SONG042	high	Fania official shop product page: release='Asalto Navideño', track='B3', raw_track='Esta Navidad'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B3
SRC0003-B0001-REC043	SRC0003-B0001-SONG043	high	Fania official shop product page: release='Asalto Navideño', track='B4', raw_track='Vive Tu Vida Contento'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B4
SRC0003-B0001-REC044	SRC0003-B0001-SONG044	high	Fania official shop product page: release='El Juicio', track='A1', raw_track='Ah-Ah / O-No'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-A1
SRC0003-B0001-REC045	SRC0003-B0001-SONG045	high	Fania official shop product page: release='El Juicio', track='A2', raw_track='Piraña'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-A2
SRC0003-B0001-REC046	SRC0003-B0001-SONG046	high	Fania official shop product page: release='El Juicio', track='A3', raw_track='Seguiré Sin Ti'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-A3
SRC0003-B0001-REC047	SRC0003-B0001-SONG047	high	Fania official shop product page: release='El Juicio', track='A4', raw_track='Timbalero'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-A4
SRC0003-B0001-REC048	SRC0003-B0001-SONG048	high	Fania official shop product page: release='El Juicio', track='B1', raw_track='Aguanile'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-B1
SRC0003-B0001-REC049	SRC0003-B0001-SONG049	high	Fania official shop product page: release='El Juicio', track='B2', raw_track='Soñando Despierto'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-B2
SRC0003-B0001-REC050	SRC0003-B0001-SONG050	high	Fania official shop product page: release='El Juicio', track='B3', raw_track='Si La Ves'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-B3
SRC0003-B0001-REC051	SRC0003-B0001-SONG051	high	Fania official shop product page: release='El Juicio', track='B4', raw_track='Pan y Agua (Bread & Water)'	track_title_match	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-B4
