recording_id	canonical_recording_title	canonical_song_id	label_id	source_id	recording_year	country	language	gap
REC003656	No Me Hables De Ese Amor	SONG002728	LBL000003	SRC0001				artist
REC003668	No Me Rajo	SONG002737	LBL000003	SRC0001				artist
REC003671	No Me Vengas A Llorar	SONG002740	LBL000003	SRC0001				artist
REC003693	No Puedo Negar	SONG002756	LBL000003	SRC0001				artist
REC003711	No Se Irrite	SONG002773	LBL000003	SRC0001				artist
REC003715	No Se Va A Poder	SONG002777	LBL000003	SRC0001				artist
REC003717	No Seas Asi	SONG002779	LBL000003	SRC0001				artist
REC003718	No Soy Culpable	SONG002780	LBL000003	SRC0001				artist
REC003721	No Soy Guarin	SONG002782	LBL000003	SRC0001				artist
REC003727	No Te Duermas Jose	SONG002787	LBL000003	SRC0001				artist
REC003730	No Te Importe Saber	SONG002790	LBL000003	SRC0001				artist
REC003740	No Tengo Amigos	SONG002798	LBL000003	SRC0001				artist
REC003758	No Vuelvas	SONG002808	LBL000003	SRC0001				artist
REC003767	Noche Azul	SONG002816	LBL000003	SRC0001				artist
REC003791	Nomas Porque Si	SONG002828	LBL000003	SRC0001				artist
REC003792	Nori	SONG002829	LBL000003	SRC0001				artist
REC003798	Novillero	SONG002834	LBL000003	SRC0001				artist
REC003858	Ojos Verdes	SONG002882	LBL000003	SRC0001				artist
REC003860	Ole, Ole, Ole	SONG002884	LBL000003	SRC0001				artist
REC003870	Ora Que Tengo Un Amor	SONG002894	LBL000003	SRC0001				artist
REC003885	Orquesta Principal	SONG002905	LBL000003	SRC0001				artist
REC003899	Oye Vale	SONG002918	LBL000003	SRC0001				artist
REC003906	Pagare Tu Precio	SONG002924	LBL000003	SRC0001				artist
REC003916	Palabra Que Da Coraje	SONG002934	LBL000003	SRC0001				artist
REC003927	Paloma Brava	SONG002944	LBL000003	SRC0001				artist
REC003929	Paloma Consentida	SONG002946	LBL000003	SRC0001				artist
REC003939	Paloma Misteriosa	SONG002950	LBL000003	SRC0001				artist
REC003954	Pancho Pistolas	SONG002957	LBL000003	SRC0001				artist
REC003963	Para No Caer	SONG002964	LBL000003	SRC0001				artist
REC003968	Para Que Quiero Un Amor	SONG002969	LBL000003	SRC0001				artist
REC003980	Pasion Salinera	SONG002981	LBL000003	SRC0001				artist
REC003984	Paso Del Norte	SONG002983	LBL000003	SRC0001				artist
REC003986	Pastelitos De Amor	SONG002985	LBL000003	SRC0001				artist
REC004006	Peerlando	SONG003001	LBL000003	SRC0001				artist
REC004010	Pena Penita	SONG003004	LBL000003	SRC0001				artist
REC004037	Peregrina	SONG003022	LBL000003	SRC0001				artist
REC004056	Petenera Y Fandango	SONG003038	LBL000003	SRC0001				artist
REC004057	Petrita	SONG003039	LBL000003	SRC0001				artist
REC004077	Plegaria Guadalupana	SONG003055	LBL000003	SRC0001				artist
REC004102	Por Adorarte	SONG003080	LBL000003	SRC0001				artist
REC004104	Por Andar De Hablador	SONG003081	LBL000003	SRC0001				artist
REC004105	Por Aqui Se Fue	SONG003082	LBL000003	SRC0001				artist
REC004107	Por Confiado	SONG003084	LBL000003	SRC0001				artist
REC004114	Por Eso Lloro	SONG003091	LBL000003	SRC0001				artist
REC004158	Por Ti Lloro	SONG003124	LBL000003	SRC0001				artist
REC004161	Por Ultima Vez	SONG003127	LBL000003	SRC0001				artist
REC004190	Porque No Me Besas	SONG003141	LBL000003	SRC0001				artist
REC004193	Porqué Te Quiero	SONG003144	LBL000003	SRC0001				artist
REC004221	Primera Ilusion	SONG003165	LBL000003	SRC0001				artist
REC004224	Primero Guanajuato	SONG003167	LBL000003	SRC0001				artist
REC004258	Puro Amor	SONG003195	LBL000003	SRC0001				artist
REC004262	Puñalada Trapera	SONG003197	LBL000003	SRC0001				artist
REC004295	Que Divino	SONG003218	LBL000003	SRC0001				artist
REC004310	Que Lindo	SONG003229	LBL000003	SRC0001				artist
REC004329	Que Milagro Chaparrita	SONG003243	LBL000003	SRC0001				artist
REC004341	Que Padecer	SONG003251	LBL000003	SRC0001				artist
REC004347	Que Paso Vamos Ay	SONG003256	LBL000003	SRC0001				artist
REC004354	Que Rico El Mambo	SONG003263	LBL000003	SRC0001				artist
REC004363	Que Seas Feliz	SONG003266	LBL000003	SRC0001				artist
REC004369	Que Siga El Mambo	SONG003272	LBL000003	SRC0001				artist
REC004395	Que Tristeza Me Da	SONG003290	LBL000003	SRC0001				artist
REC004398	Que Vaya Muy Lejos	SONG003293	LBL000003	SRC0001				artist
REC004400	Que Voy Hacer	SONG003295	LBL000003	SRC0001				artist
REC004403	Que Ya Te Vas?	SONG003297	LBL000003	SRC0001				artist
REC004421	Quiereme Asi	SONG003308	LBL000003	SRC0001				artist
REC004460	Rayando El Sol	SONG003340	LBL000003	SRC0001				artist
REC004474	Redova	SONG003350	LBL000003	SRC0001				artist
REC004500	Rico Vacilon	SONG003372	LBL000003	SRC0001				artist
REC004501	Rico, Caliente Y Sabroso	SONG003373	LBL000003	SRC0001				artist
REC004505	Rio Crecido	SONG003377	LBL000003	SRC0001				artist
REC004506	Rio Crecido	SONG003377	LBL000003	SRC0001				artist
REC004507	Rio Crecido	SONG003377	LBL000003	SRC0001				artist
REC004508	Rio Grande	SONG003378	LBL000003	SRC0001				artist
REC004539	Rosalía	SONG003401	LBL000003	SRC0001				artist
REC004546	Rosita Albires	SONG003406	LBL000003	SRC0001				artist
REC004553	Ruega Por Nosotros	SONG003411	LBL000003	SRC0001				artist
REC004564	Sabatina	SONG003421	LBL000003	SRC0001				artist
REC004581	Sal Si Puedes	SONG003434	LBL000003	SRC0001				artist
REC004585	San Fernando	SONG003437	LBL000003	SRC0001				artist
REC004600	Se Acabo	SONG003450	LBL000003	SRC0001				artist
REC004605	Se Fue Mi Amor	SONG003454	LBL000003	SRC0001				artist
REC004619	Se Que Quieres Volver	SONG003464	LBL000003	SRC0001				artist
REC004660	Serenata Tapatia	SONG003494	LBL000003	SRC0001				artist
REC004668	Señorita	SONG003500	LBL000003	SRC0001				artist
REC004673	Si No Me Puedes Querer	SONG003505	LBL000003	SRC0001				artist
REC004690	Si, La Parranda Me Gusta	SONG003520	LBL000003	SRC0001				artist
REC004694	Siempre Fui Tu General	SONG003524	LBL000003	SRC0001				artist
REC004718	Silbando	SONG003543	LBL000003	SRC0001				artist
REC004721	Silverio	SONG003545	LBL000003	SRC0001				artist
REC004775	Solo Que La Mar Se Seque	SONG003585	LBL000003	SRC0001				artist
REC004782	Sombras	SONG003591	LBL000003	SRC0001				artist
REC004784	Son De La Mariquita	SONG003592	LBL000003	SRC0001				artist
REC004785	Son Las 11 De La Noche	SONG003593	LBL000003	SRC0001				artist
REC004797	Soy De Saltillo	SONG003603	LBL000003	SRC0001				artist
REC004811	Suave	SONG003615	LBL000003	SRC0001				artist
REC004816	Suby En Mi Menor	SONG003619	LBL000003	SRC0001				artist
REC004817	Suby Universitario	SONG003620	LBL000003	SRC0001				artist
REC004827	Sueño Para Ti	SONG003627	LBL000003	SRC0001				artist
REC004835	Suplica Ranchera	SONG003635	LBL000003	SRC0001				artist
REC004853	Tampico Hermoso	SONG003648	LBL000003	SRC0001				artist
REC004856	Tango De La Rosa	SONG003650	LBL000003	SRC0001				artist
REC004868	Tata Dios	SONG003660	LBL000003	SRC0001				artist
REC004882	Te Digo Adios	SONG003670	LBL000003	SRC0001				artist
REC004905	Te Quedas O Te Vas	SONG003690	LBL000003	SRC0001				artist
REC004914	Te Quiero Con La Vida	SONG003694	LBL000003	SRC0001				artist
REC004915	Te Quiero Porque Te Quiero	SONG003695	LBL000003	SRC0001				artist
REC004921	Te Quise Tanto Tanto	SONG003699	LBL000003	SRC0001				artist
REC004930	Te Vas A Lavar La Boca	SONG003706	LBL000003	SRC0001				artist
REC004946	Televisando	SONG003717	LBL000003	SRC0001				artist
REC004960	Tenmela Ahi	SONG003731	LBL000003	SRC0001				artist
REC004964	Tercer Hombre	SONG003735	LBL000003	SRC0001				artist
REC004969	Thats My Desire	SONG003738	LBL000003	SRC0001				artist
REC004973	Tico Tico	SONG003742	LBL000003	SRC0001				artist
REC004974	Tico Tico	SONG003742	LBL000003	SRC0001				artist
REC004975	Tiempo Al Tiempo	SONG003743	LBL000003	SRC0001				artist
REC004983	Tierra De Dios	SONG003750	LBL000003	SRC0001				artist
REC004992	Toca Madera	SONG003758	LBL000003	SRC0001				artist
REC004996	Toda Una Vida	SONG003761	LBL000003	SRC0001				artist
REC005003	Todo Es Tuyo	SONG003765	LBL000003	SRC0001				artist
REC005019	Torero Hidalguense	SONG003778	LBL000003	SRC0001				artist
REC005027	Traicion Ingrata	SONG003786	LBL000003	SRC0001				artist
REC005029	Traicionera	SONG003788	LBL000003	SRC0001				artist
REC005031	Traidora	SONG003790	LBL000003	SRC0001				artist
REC005033	Traidora	SONG003790	LBL000003	SRC0001				artist
REC005053	Tres Días	SONG003805	LBL000003	SRC0001				artist
REC005068	Triste Destino	SONG003812	LBL000003	SRC0001				artist
REC005075	Trompetas Taurinas	SONG003818	LBL000003	SRC0001				artist
REC005077	Trompetistas Mexicanos	SONG003820	LBL000003	SRC0001				artist
REC005114	Tu Que Dijiste	SONG003849	LBL000003	SRC0001				artist
REC005115	Tu Que Dijiste	SONG003849	LBL000003	SRC0001				artist
REC005120	Tu Santa Madre	SONG003853	LBL000003	SRC0001				artist
REC005127	Tu Voluntad	SONG003859	LBL000003	SRC0001				artist
REC005128	Tu Y La Mentira	SONG003860	LBL000003	SRC0001				artist
REC005134	Tu, Solo Tu	SONG003864	LBL000003	SRC0001				artist
REC005139	Tus Bellos Ojos	SONG003868	LBL000003	SRC0001				artist
REC005164	Un Chivirico Mas	SONG003889	LBL000003	SRC0001				artist
REC005174	Un Dia Con Otro	SONG003897	LBL000003	SRC0001				artist
REC005176	Un Favor	SONG003899	LBL000003	SRC0001				artist
REC005228	Ursula	SONG003944	LBL000003	SRC0001				artist
REC005234	Vale Mas	SONG003949	LBL000003	SRC0001				artist
REC005247	Vamos A Darle	SONG003958	LBL000003	SRC0001				artist
REC005251	Vamos Al Cine	SONG003962	LBL000003	SRC0001				artist
REC005253	Varita De Nardo	SONG003964	LBL000003	SRC0001				artist
REC005268	Ven A Colima	SONG003975	LBL000003	SRC0001				artist
REC005274	Veneno	SONG003981	LBL000003	SRC0001				artist
REC005277	Vengan Copas	SONG003983	LBL000003	SRC0001				artist
REC005284	Ventanita Morada	SONG003988	LBL000003	SRC0001				artist
REC005285	Ventura	SONG003989	LBL000003	SRC0001				artist
REC005314	Viernes Santo	SONG004012	LBL000003	SRC0001				artist
REC005316	Violetas Imperiales	SONG004014	LBL000003	SRC0001				artist
REC005327	Viva Mi Desgracia	SONG004022	LBL000003	SRC0001				artist
REC005329	Viva Mi Suerte	SONG004023	LBL000003	SRC0001				artist
REC005333	Vive Feliz	SONG004027	LBL000003	SRC0001				artist
REC005337	Vivir Para Quererte	SONG004030	LBL000003	SRC0001				artist
REC005340	Volare	SONG004033	LBL000003	SRC0001				artist
REC005352	Vuelo A La Hilacha	SONG004044	LBL000003	SRC0001				artist
REC005367	Walter Winchell Rumba	SONG004053	LBL000003	SRC0001				artist
REC005381	Ya Eres Libre	SONG004064	LBL000003	SRC0001				artist
REC005385	Ya Estarás Jabon De Olor	SONG004067	LBL000003	SRC0001				artist
REC005407	Ya No Llores	SONG004084	LBL000003	SRC0001				artist
REC005411	Ya No Me Desvelo Tanto	SONG004088	LBL000003	SRC0001				artist
REC005417	Ya No Puedo Sufrir Mas	SONG004094	LBL000003	SRC0001				artist
REC005455	Yo No Se Por Que	SONG004127	LBL000003	SRC0001				artist
REC005456	Yo No Se Por Que	SONG004127	LBL000003	SRC0001				artist
REC005458	Yo Pienso En Ti	SONG004129	LBL000003	SRC0001				artist
REC005461	Yo Quiero Un Mambo	SONG004132	LBL000003	SRC0001				artist
REC005491	Yo Ya Me Voy	SONG004158	LBL000003	SRC0001				artist
REC005493	Zacatecas	SONG004160	LBL000003	SRC0001				artist
REC005499	Zenaida	SONG004164	LBL000003	SRC0001				artist
REC005501	Zenaida Ingrata	SONG004165	LBL000003	SRC0001				artist
